product_id,product,category
3810,"Пельмени Мираторг из мраморной говядины, 800 г",Замороженная продукция
3813,"Сок Агуша Мультифрукт, с мякотью, с 6 месяцев, 200 мл",Детское питание
3819,"Туалетная бумага Zewa с ароматом яблока, 2 слоя, 8 шт.",Уход и гигиена
3825,"Напиток Pepsi Вайлд Черри, газированный, 1,5 л",Безалкогольные напитки
3830,"Какао-напиток Nesquik Opti-Start быстрорастворимый, 500 г","Кофе, какао"
3832,"Пряники Яшкино с вишневой начинкой, 350 г",Мучные кондитерские изделия
3847,"Колбаса ливерная Великолукский МК Баварская, 330 г",Мясная гастрономия
3852,"Сырок Свитлогорье глазированный, с ванилином, 50 г",Молочная продукция
3854,"Чай Принцесса Нури черная смородина, черный, 25 пакетиков, 37,5 г",Чай
3858,"Корм Kitekat для кошек, с курицей в желе, 85 г",Продукция для животных
3870,"Корм Whiskas для кошек, с лососем в желе, 85 г",Продукция для животных
3871,"Смесь для смузи Vитамин клубника-ананас, 300 г",Замороженная продукция
3875,"Пюре Агуша с цыпленком и говядиной, с 6 месяцев, 80 г",Детское питание
3880,"Стейк пиканья Мираторг из говядины, в вакуумной упаковке, 325 г",Мясо
3885,"Напиток Fanta с цитрусом, газированный, 0,5 л",Безалкогольные напитки
3894,"Корм для котят Whiskas Паштет с курицей, 85 г",Продукция для животных
3905,"Корм для котят Whiskas желе с телятиной, 85 г",Продукция для животных
3907,"Колбаса полукопченая Дымов салями, финская, 330 г",Мясная гастрономия
3909,"Тампоны Tampax Discreet Compak Super, 3 капли, 16 шт.",Уход и гигиена
3911,"Сдоба Аладушкин венская, с маком, 200 г",Хлеб и хлебобулочные изделия
3912,"Йогурт Савушкин питьевой, лесная ягода, 2%, 950 г",Молочная продукция
3914,"Батончик Fitness злаковый, спелые ягоды, 23,5 г",Кондитерские изделия
3918,"Вода Архыз минеральная, негазированная, 1,5 л",Безалкогольные напитки
3920,"Вода Шишкин лес Спорт, негазированная, 400 мл",Безалкогольные напитки
3921,"Конфеты Коровка вафельные, вкус шоколада, 250 г",Кондитерские изделия
3924,"Хлеб ржаной Хлебный дом обдирный, 400 г",Хлеб и хлебобулочные изделия
3925,"Карамель леденцовая Halls ментол экстра, 24,5 г",Кондитерские изделия
3932,"Рис Мистраль белый, янтарь, пропаренный, длиннозерный, 900 г",Бакалея
3934,"Сок Агуша яблоко-банан, с мякотью, с 3-х лет, 500 мл",Детское питание
3935,"Корм Kitekat для кошек, с рыбой в соусе, 85 г",Продукция для животных
3938,"Корм Chappi для собак, мясное изобилие, 100 г",Продукция для животных
3944,"Колбаса варёная Останкино докторская, ГОСТ, 500 г",Мясная гастрономия
3947,"Лакомство Dreamies для кошек, с лососем, 60 г",Продукция для животных
3950,"Икра трески Санта Бремор Pate, деликатесная, 90 г",Рыбная гастрономия
3953,"Майонез Mr.Ricco на перепелином яйце, 67%, 400 мл",Молочная продукция
3962,"Бекон Велком сырокопченый, вакуум, нарезка, 200 г",Мясная гастрономия
3965,Средство для мытья посуды Миф C алоэ вера и глицерином,Бытовая химия
3967,"Йогурт питьевой Самокат классический, 1,5%, 300 г",Молочная продукция
3969,"Средство для мытья посуды Fairy зелёное яблоко, 450 мл",Бытовая химия
3970,"Яйца куриные Синявинское СО, к завтраку, белые, 10 шт.",Яичные товары
3984,"Зефир Сладкие истории с ванильным вкусом, 250 г",Кондитерские изделия
3985,"Влажная туалетная бумага Mon Rulon с клапаном, 50 шт.",Уход и гигиена
4004,"Креветки Бухта Изобилия королевские, 50/70 неразделанные, 400 г",Рыба
4005,"Вода Фрутоняня детская, негазированная питьевая, 5 л",Детское питание
4006,"Масло подсолнечное Altero Golden, с оливковым маслом, 810 мл",Бакалея
4009,"Лакомство Dreamies для кошек, с курицей, 60 г",Продукция для животных
4014,"Напиток Тархун Старые добрые традиции, 500 мл",Безалкогольные напитки
4022,"Конфеты Птичье молоко сливочно ванильные, 225 г",Кондитерские изделия
4029,"Йогурт Epica с манго и семенами чиа, 2,6%, 130 г",Молочная продукция
4033,"Овсяный напиток Nemoloko классическое, 3,2%, 1 л",Молочная продукция
4037,"Корм Whiskas для котят, рагу с курицей, 85 г",Продукция для животных
4052,"Фарш домашний Самсон говядина-свинина, охлажденный, 10%, 400 г",Мясо
4057,"Корм Whiskas для кошек, рагу с курицей, 85 г",Продукция для животных
4058,"Йогурт питьевой Чудо Детки с клубникой, 2,2%, 200 г",Детское питание
4066,"Корм Whiskas для кошек, рагу с лососем, 85 г",Продукция для животных
4068,"Пюре Агуша с персиком и яблоком, с 5 месяцев, 115 г",Детское питание
4070,"Колбаса варено-копченая Мираторг сервелат, 375 г",Мясная гастрономия
4081,"Горошек Bonduelle зеленый, молодой, 400 г",Консервированные продукты
4082,"Корм Whiskas мясной паштет с телятиной, 85 г",Продукция для животных
4086,"Сыр рикотта Bonfesto мягкий, двухслойный, клубника, 30%, 125 г",Сыры
4087,"Вода Нарзан минеральная, газированная, 1,8 л",Безалкогольные напитки
4093,"Нектар Любимый яблочный, осветленный, 950 мл",Безалкогольные напитки
4100,"Слойка Аладушкин ромашка, язычок, 60 г",Хлеб и хлебобулочные изделия
4102,"Корм Whiskas для кошек, паштет с уткой, 85 г",Продукция для животных
4107,"Мякоть бедра Мираторг из говядины, в вакуумной упаковке, 600 г",Мясо
4116,"Пряник Тульский вареная сгущенка, 140 г",Мучные кондитерские изделия
4119,"Чипсы кукурузные Cheetos большой прикол, со вкусом сыра, 85 г",Снэки
4128,"Напиток Любимый яблоко-вишня-черешня, 950 мл",Безалкогольные напитки
4139,"Круассан 7Days с кремом клубника, 300 г",Мучные кондитерские изделия
4146,"Корм Perfect Fit для котят, с курицей, 650 г",Продукция для животных
4163,"Наггетсы Мираторг куриные, с ветчиной, 300 г",Замороженная продукция
4164,"Пряники Коровка вареная сгущенка, 300 г",Мучные кондитерские изделия
4175,"Прокладки Libresse natural care ultra, normal, 10 шт",Уход и гигиена
4178,"Ребрышки телятины Мираторг для первых блюд, охлажденные, 480 г",Мясо
4184,"Вода Шишкин лес негазированная питьевая, 1 л",Безалкогольные напитки
4187,"Напиток Дюшес Старые добрые традиции, 500 мл",Безалкогольные напитки
4193,"Зубная паста Pepsodent whitening, отбеливающая, 75 г",Уход и гигиена
4194,"Томаты Armenium в собственном соку, 450 г",Консервированные продукты
4203,"Сливки Петмол ультрапастеризованные, 11%, 500 мл",Молочная продукция
4205,"Вафли Коровка с топлёным молоком, 150 г",Мучные кондитерские изделия
4208,"Огурцы Кубань продукт маринованные, 680 г",Консервированные продукты
4231,"Сосиски Черкизово Молочные по-черкизовски, 250 г",Мясная гастрономия
4232,Сырокопчёная колбаса Черкизово Бородинская 300 г,Мясная гастрономия
4239,"Круассан 7Days с кремом сгущенка, 300 г",Мучные кондитерские изделия
4246,"Пицца Dr. Oetker Ristorante специалле, 330 г",Замороженная продукция
4253,"Жидкость моющая для полов и стен Mr.Proper океан, 1 л",Бытовая химия
4264,"Корм для котят Whiskas рагу с ягнёнком, 85 г",Продукция для животных
4267,"Молоко Савушкин ультрапастеризованное, 3,1%, 1 л",Молочная продукция
4270,"Сырок Свитлогорье глазированный, с кокосом, 45 г",Молочная продукция
4273,"Йогурт Danone Активиа, с киви и мюсли, 3%, 150 г",Молочная продукция
4277,"Вода Сенежская негазированная, спорт, 500 мл",Безалкогольные напитки
4282,"Пряники Любимые с медовым вкусом, 400 г",Мучные кондитерские изделия
4313,"Крабовые палочки Русское море охлажденные, 200 г",Рыбная гастрономия
4314,"Круассан 7Days с кремом карамель, 300 г",Мучные кондитерские изделия
4322,"Йогурт Савушкин питьевой, ананас-дыня, 2%, 950 г",Молочная продукция
4326,"Паштет Гродфуд куриный, печеночный, 100 г",Консервированные продукты
4327,"Напиток Pepsi Вайлд Черри, газированный, 1 л",Безалкогольные напитки
4328,"Креветки Бухта Изобилия коктейльные, 200/300, очищенные, 200 г",Рыба
4343,"Круассан 7Days с кремом черешня, 300 г",Мучные кондитерские изделия
4344,"Сливки Клевер ультрапастеризованные, 20%, 500 г",Молочная продукция
4347,"Напиток DrPepper (США) газированный, 355 мл",Безалкогольные напитки
4349,"Каша овсяная Быстров ассорти с молоком, 6 пакетиков, 240 г",Бакалея
4350,"Напиток Любимый Рождественский микс, 1,93 л",Безалкогольные напитки
4351,"Корм Pedigree для собак, с говядиной, 100 г",Продукция для животных
4382,"Пряники Любимые с мятным вкусом, 400 г",Мучные кондитерские изделия
4392,"Приправа Kotanyi сочная курочка с чесноком и травами, 25 г",Бакалея
4400,"Конфеты Рот Фронт батончики, с орехами, 250 г",Кондитерские изделия
4404,"Сок Агуша Яблоко, осветленный, с 4 месяцев, 200 мл",Детское питание
4413,"Йогурт Растишка клубника с шоколадным драже, 115 г",Детское питание
4426,"Карбонад Останкино юбилейный, нарезанный, 150 г",Мясная гастрономия
4427,Булочки для гамбургеров 4 шт. по 50 г,Хлеб и хлебобулочные изделия
4432,"Вода Архыз минеральная, газированная, 1,5 л",Безалкогольные напитки
4434,"Чай Greenfield Vanilla Cranberry, чёрный, 25 пакетиков, 37,5 г",Чай
4435,"Мыло твёрдое Safeguard антибактериальное алоэ, 90 г",Уход и гигиена
4444,"Треска Бухта Изобилия филе, мурманская, свежемороженая, 400 г",Рыба
4446,"Колбаса варёная Останкино молочная, ГОСТ, 500 г",Мясная гастрономия
4455,"Кондиционер для белья Lenor детский, концентрат, 1 л",Бытовая химия
4457,"Сухарики Хрустим к Пенному, со вкусом холодца с хреном, 90 г",Снэки
4458,"Крекер Tuc Mini, со вкусом сыра, 100 г",Мучные кондитерские изделия
4470,"Вода Архыз минеральная, негазированная, 5 л",Безалкогольные напитки
4471,"Крыло цыпленка-бройлера Мираторг с кожей, охлажденное, 750 г",Птица
4478,"Сливки Клевер ультрапастеризованные, 10%, 500 г",Молочная продукция
4485,"Паштет Гродфуд куриный, с грибами, 100 г",Консервированные продукты
4490,"Прокладки Libresse natural care ultra, super, 18 шт",Уход и гигиена
4492,"Лакомство Dreamies для кошек, с уткой, 60 г",Продукция для животных
4511,"Творог 101 зерно сливки, натуральный, 5%, 130 г",Молочная продукция
4517,"Хрумпилсы из курицы Мираторг барбекю, 250 г",Замороженная продукция
4529,"Вода BonAqua негазированная питьевая, 0,5 л",Безалкогольные напитки
4532,"Напиток Любимый Рождественский микс, 950 мл",Безалкогольные напитки
4535,"Стейк бавет Мираторг из говядины, в вакуумной упаковке, 310 г",Мясо
4536,"Туалетная бумага Мягкий знак 1 слой, белая, 1 рулон",Уход и гигиена
4547,"Кондиционер для белья Lenor скандинавская весна, 1 л",Бытовая химия
4549,"Напиток Lipton холодный чай, зеленый, 1,5 л",Безалкогольные напитки
4550,"Ватрушка с творожной начинкой, 100 г",Хлеб и хлебобулочные изделия
4551,"Сырок Свитлогорье глазированный, с какао, 50 г",Молочная продукция
4576,"Сок Агуша Груша, осветленный, с 4 месяцев, 200 мл",Детское питание
4581,"Чай Принцесса Нури лесные ягоды, черный, 25 пакетиков, 37,5 г",Чай
4585,"Молоко Пискарёвское пастеризованное, 2,5%, 1 л",Молочная продукция
4587,"Шампунь Pantene интенсивное восстановление, 400 мл",Уход и гигиена
4598,"Пирожное Kinder молочный ломтик, бисквитное, 28 г",Детское питание
4605,"Пюре Агуша с грушей и яблоком, с 5 месяцев, 115 г",Детское питание
4606,"Йогурт Epica Crispy, с фисташками, 4,8%, 140 г",Молочная продукция
4609,"Молоко Можайское стерилизованное, 3,2%, 450 мл",Молочная продукция
4610,"Конфеты Ёшкина коровка супер сгущенка, 250 г",Кондитерские изделия
4611,"Тесто Морозко слоеное, бездрожжевое, 400 г",Замороженная продукция
4626,"Сгущенка Рогачев с сахаром, 8,5%, 380 г",Консервированные продукты
4633,"Кофе Nescafe Gold Barista молотый в растворимом, 75 г","Кофе, какао"
4635,"Молоко Клевер ультрапастеризованное, 3,5%, 1 л",Молочная продукция
4636,"Мёд Armenium Ararat, натуральный, 350 г",Консервированные продукты
4643,"Печенье Юбилейное традиционное, 313 г",Мучные кондитерские изделия
4649,"Мороженое Bounty молочный батончик, 39,1 г",Замороженная продукция
4666,"Сосиски Папа Может сливочные, в вакууме, 450 г",Мясная гастрономия
4671,"Влажные салфетки Opti Clean для оптики, 20 шт",Промышленные товары
4684,"Паста творожная Савушкин с вишней, 3,5%, 120 г",Молочная продукция
4686,"Йогурт Epica с гранатом и малиной, 4,8%, 130 г",Молочная продукция
4690,"Капсулы для стирки Tide альпийская свежесть, 15 шт.",Бытовая химия
4726,"Творог Савушкин Хуторок рассыпчатый, 9%, 200 г",Молочная продукция
4731,"Крекер Tuc со сметаной и луком, 100 г",Мучные кондитерские изделия
4735,"Молоко Клевер ультрапастеризованное, 2,5%, 1 л",Молочная продукция
4741,"Печенье Oreo покрытое глазурью, 246 г",Мучные кондитерские изделия
4744,"Вода Шишкин лес питьевая газированная, 1 л",Безалкогольные напитки
4749,"Киноа Vитамин с овощами и базиликом, 400 г",Замороженная продукция
4752,"Корнишоны Bonduelle маринованные, 370 г",Консервированные продукты
4756,Сухари Звездные Изюминка 350г (Fazer),Мучные кондитерские изделия
4757,"Десерт творожный Чудо с клубникой, 4,2%, 100 г",Молочная продукция
4767,"Молоко Клевер ультрапастеризованное, 1,5%, 1 л",Молочная продукция
4776,"Кофе Nescafe Gold Barista молотый в растворимом, 85 г","Кофе, какао"
4778,"Шоколад Алёнка много молока и кальций, 100 г",Кондитерские изделия
4780,"Сосиски Великолукский МК молочные, ГОСТ, 330 г",Мясная гастрономия
4789,"Печенье Юбилейное традиционное, 112 г",Мучные кондитерские изделия
4793,"Вермишель Роллтон на домашнем бульоне, с говядиной, 60 г",Бакалея
4801,"Чай Greenfield Earl Grey Fantasy, чёрный, 25 пакетиков, 50 г",Чай
4812,"Рогалик Ржевка-Хлеб обсыпной, 100 г",Хлеб и хлебобулочные изделия
4821,"Напиток Lipton холодный чай, зеленый, 2 л",Безалкогольные напитки
4827,"Йогурт Danone с клубникой, с 3х лет, 2,9%, 110 г",Детское питание
4831,"Сок J7 мультифруктовый, с мякотью, 970 мл",Безалкогольные напитки
4835,"Шоколад Алёнка с разноцветными драже, 100 г",Кондитерские изделия
4838,"Икра Русское море зернистая, лососевая, 160 г",Рыбная гастрономия
4861,"Соль Зимушка краса поваренная, выварочная, экстра, 500 г",Бакалея
4866,"Жевательный мармелад Бон Пари машинки, 75 г",Кондитерские изделия
4870,"Салфетки Zewa everyday, 2 слоя, в коробке, 100 шт",Уход и гигиена
4872,"Сок Агуша яблоко, осветленный, с 3-х лет, 500 мл",Детское питание
4875,"Вода Святой Источник газированная, 500 мл",Безалкогольные напитки
4876,"Яйца куриные Сеймовская ПФ Деревенское, С1, 10 шт.",Яичные товары
4881,"Напиток Mountain Dew газированный, 330 мл",Безалкогольные напитки
4891,"Сотэ Vитамин с прованскими травами, 400 г",Замороженная продукция
4898,"Йогурт Epica с вишней и черешней, 4,8%, 130 г",Молочная продукция
4899,"Карамель леденцовая Halls мед и лимон, 25 г",Кондитерские изделия
4911,"Туалетная бумага Zewa deluxe, 3 слоя, белая, 4 шт",Уход и гигиена
4919,"Креветки Agama королевские, очищенные, для пасты, №4, 300 г",Рыба
4927,"Кус-кус Vитамин с овощами, в соусе, 400 г",Замороженная продукция
4930,"Говядина По-Егорьевски копчено-вареная, 115 г",Мясная гастрономия
4935,"Крабовое мясо Русское море охлажденное, 200 г",Рыбная гастрономия
4938,"Печенье 7Days с кремом ваниль, 100 г",Мучные кондитерские изделия
4969,"Чизбургер Мираторг с сырным соусом, 165 г",Замороженная продукция
4975,"Круассан с шоколадной начинкой, 70 г",Мучные кондитерские изделия
4979,"Сок Агуша яблоко, с мякотью, с 4 месяцев, 200 мл",Детское питание
4983,"Паста творожная Савушкин чизкейк, 3,5%, 120 г",Молочная продукция
4985,"Штрудель Аладушкин с малиной, 100 г",Хлеб и хлебобулочные изделия
5001,"Ветчина Стародворье вязанка, столичная, 500 г",Мясная гастрономия
5007,Булочки для хот-догов 4 шт. по 50 г,Хлеб и хлебобулочные изделия
5029,"Йогурт Epica Crispy, с карамелью, 4,8%, 140 г",Молочная продукция
5039,"Наггетсы Мираторг куриные, с сыром, 300 г",Замороженная продукция
5049,"Пирожное Kinder Pingui шоколад, бисквитное, 30 г",Детское питание
5051,"Кофе в капсулах Nescafe Dolce Gusto, Капучино, 16 шт","Кофе, какао"
5056,"Шампунь Head & Shoulders Men, Sport Fresh, 400 мл",Уход и гигиена
5058,"Туалетная бумага Zewa deluxe, 3 слоя, белая, 8 шт",Уход и гигиена
5063,"Чипсы Lay's Из печи, со вкусом нежного сыра и зелени, 85 г",Снэки
5078,"Прокладки Libresse Ultra нормал, 4 капли, 10 шт.",Уход и гигиена
5091,"Печенье 7Days с кремом какао, 100 г",Мучные кондитерские изделия
5093,"Печенье Oreo двойная начинка, 170 г",Мучные кондитерские изделия
5094,"Маслины Bonduelle без косточек, 300 г",Консервированные продукты
5103,"Напиток Принцесса Ява каркадэ, чайный, 25 пакетиков, 37,5 г",Чай
5123,"Туалетная бумага Zewa плюс, 2 слоя, белая, 12 шт",Уход и гигиена
5127,"Сосиски Останкино филейные, в вакууме, 495 г",Мясная гастрономия
5137,"Конфеты Коровка вафельные, молочные, 250 г",Кондитерские изделия
5170,"Вода Aqua Minerale негазированная, 1,5 л",Безалкогольные напитки
5171,"Молоко Тёма ультрапастеризованное, 3,2%, 200 мл",Детское питание
5176,"Яйца куриные Синявинское Макси, СВ, белые, 10 шт.",Яичные товары
5183,"Прокладки Libresse Ultra нормал, 4 капли, 20 шт.",Уход и гигиена
5187,"Семечки От Мартина тыквенные, неочищенные, с солью, 100 г",Снэки
5190,"Коктейль молочный Чудо шоколад, 3,0%, 200 мл",Молочная продукция
5196,"Бифштекс говяжий Самсон рубленый, охлажденный, 7,5%, 180 г",Мясо
5205,"Чай Greenfield Green Melissa, зеленый, 100 пакетиков, 150 г",Чай
5206,"Сок Агуша груша, осветленный, с 3-х лет, 500 мл",Детское питание
5211,"Паштет Argeta из куриной печени, 95 г",Консервированные продукты
5214,"Йогурт Danone Активиа, с вишней, 2,9%, 150 г",Молочная продукция
5224,"Йогурт Danone с персиком, с 3х лет, 2,9%, 110 г",Детское питание
5225,"Чай Greenfield Redberry Crumble, чёрный, 20 пакетиков, 36 г",Чай
5227,Хлеб Бородинский Хлебный дом 400 г,Хлеб и хлебобулочные изделия
5234,"Молоко Самокат пастеризованное, 2,5%, 1000 г",Молочная продукция
5237,"Чай облепиховый Vитамин с имбирем, 300 г",Замороженная продукция
5247,"Ирис Красный Октябрь золотой ключик, 250 г",Кондитерские изделия
5251,"Гель для стирки Tide альпийская свежесть, 1,235 л",Бытовая химия
5266,"Чиабатта на оливковом масле, 250 г",Хлеб и хлебобулочные изделия
5270,"Шоколад Milka молочный, в форме шара, 90 г",Кондитерские изделия
5283,"Слойка с фруктовой начинкой, 100 г",Хлеб и хлебобулочные изделия
5284,"Брокколи капуста Vитамин 20-40 мм, 400 г",Замороженная продукция
5286,"Штрудель Аладушкин с вишней, 100 г",Хлеб и хлебобулочные изделия
5287,"Сосиски Стародворье вязанка, молочные, 450 г",Мясная гастрономия
5292,"Чай Greenfield Green Melissa, зелёный, 25 пакетиков, 37,5 г",Чай
5307,"Шоколад Воздушный молочный, пористый, 85 г",Кондитерские изделия
5308,"Творог Свитлогорье обезжиренный, 0,5%, 200 г",Молочная продукция
5327,"Ассорти зелени укроп, петрушка, лук зелёный, 120 г",Свежие овощи
5334,"Сухарики Fazer crisp, ржаные, 200 г",Мучные кондитерские изделия
5335,"Йогурт питьевой Самокат с бананом, 1%, 300 г",Молочная продукция
5345,"Сухарики Fazer crisp, ржаные, 100 г",Мучные кондитерские изделия
5356,"Галеты Любятово классические, 185 г",Мучные кондитерские изделия
5360,"Творог 101 зерно сливки, клубника, 5%, 130 г",Молочная продукция
5364,"Фасоль Heinz в томатном соусе, 415 г",Консервированные продукты
5389,"Маслины Bonduelle с косточкой, 300 г",Консервированные продукты
5391,"Печенье Oreo набор, ассорти, 173 г",Мучные кондитерские изделия
5399,"Сок Агуша Яблоко-шиповник, с 5 месяцев, 200 мл",Детское питание
5411,"Соль Илецкая пищевая, высший сорт, крупный помол, 1 кг",Бакалея
5414,"Сосиски Мираторг молочные, в вакууме, 200 г",Мясная гастрономия
5416,"Горошек Heinz зеленый, нежный, 390 г",Консервированные продукты
5423,Огурцы маринованные Bonduelle 720 мл,Консервированные продукты
5427,"Мандарины Клементины, с листочком, в сетке, 1 кг",Свежие фрукты
5445,"Творог 101 зерно сливки, черника, 5%, 130 г",Молочная продукция
5451,"Пирожное Kinder Pingui вишня, бисквитное, 30 г",Детское питание
5453,"Сосиски Папа может сочные, в вакууме, 450 г",Мясная гастрономия
5467,"Морс Фруктовый Сад ягодный сбор, 950 мл",Безалкогольные напитки
5470,"Туалетная бумага Zewa плюс, 2 слоя, белая, 4 шт",Уход и гигиена
5472,"Креветки Agama королевские, XXL, неразделанные, №5, 700 г",Рыба
5474,"Молоко Простоквашино топлёное, 3,2%, 930 мл",Молочная продукция
5481,"Вода Aqua Minerale газированная, 500 мл",Безалкогольные напитки
5484,"Соус Heinz цезарь, на основе растительных масел, 230 г",Бакалея
5493,"Шоколад Kinder с молочной начинкой, 100 г",Кондитерские изделия
5505,"Сахар ванильный Dr. Oetker с натуральной ванилью, 15 г",Бакалея
5509,"Чай Greenfield English Edition, чёрный, 25 пакетиков, 50 г",Чай
5514,"Сливки Parmalat 35%, идеально для взбивания",Молочная продукция
5525,"Мука пшеничная Увелка хлебопекарная, высший сорт, 2 кг",Бакалея
5527,"Творог Valio мягкий, с бананом, 0,1%, 140 г",Молочная продукция
5536,"Десерт творожный Чудо с вишней, 4,2%, 100 г",Молочная продукция
5553,"Мармелад Акварель желейно-формовой, 250 г",Кондитерские изделия
5558,"Салфетки влажные Гадкий Я универсальные, 64 шт.",Уход и гигиена
5566,"Рожок творожный Свитлогорье с ванилью, 40 г",Молочная продукция
5570,"Пирожное Kinder Pingui кокос, бисквитное, 30 г",Детское питание
5572,"Оливки Bonduelle без косточек, 300 г",Консервированные продукты
5579,"Туалетная бумага Zewa just, 4 слоя, белая, 4 шт",Уход и гигиена
5583,"Макароны Шебекинские спагетти №002, высший сорт, 450 г",Бакалея
5586,"Сосиски Папа Может мясные, в вакууме, 400 г",Мясная гастрономия
5587,"Чай Greenfield Spring Melody, чёрный, 25 пакетиков, 37,5 г",Чай
5590,"Огурцы Кубань продукт соленые, 680 г",Консервированные продукты
5592,"Булочка Парижская с корицей, 60 г",Хлеб и хлебобулочные изделия
5594,"Прокладки Libresse Ultra супер, 5 капель, 8 шт.",Уход и гигиена
5598,"Тесто Морозко слоеное, дрожжевое, 400 г",Замороженная продукция
5600,"Молоко Самокат пастеризованное, 2,5%, 500 г",Молочная продукция
5604,"Шоколад Milka молочный, сэндвич tuc, 87 г",Кондитерские изделия
5608,"Молоко Parmalat ультрапастеризованное, 3,5%",Молочная продукция
5609,"Карбонад Великолукский МК Славянский, 300 г",Мясная гастрономия
5611,"Станки одноразовые Gillette 2 два лезвия, 5 шт.",Уход и гигиена
5615,"Творог 101 зерно сливки, клюква, 5%, 130 г",Молочная продукция
5619,"Вода Aqua Minerale газированная, 1,5 л",Безалкогольные напитки
5627,"Батончик Nuts Мегабайт, шоколадный, 66 г",Кондитерские изделия
5635,"Суп Maggi горячая кружка, куриный, с сухариками, 19 г",Бакалея
5639,"Колбаса вареная Мираторг докторская, 470 г",Мясная гастрономия
5644,"Мякоть телятины Мираторг для тушения, охлажденная, 600 г",Мясо
5653,Батон нарезной Коломенское 400 г,Хлеб и хлебобулочные изделия
5658,"Морской коктейль Бухта Изобилия варено-мороженный, 430 г",Рыба
5662,"Лёд сладкий Сокко мандарин-лимон, 70 г",Замороженная продукция
5668,"Килька Барс в томатном соусе, 250 г",Консервированные продукты
5675,"Вода Aqua Minerale негазированная, 5 л",Безалкогольные напитки
5678,"Чай Greenfield Jasmine Dream, зелёный, 25 пакетиков, 50 г",Чай
5687,"Печенье Юбилейное молочное, 112 г",Мучные кондитерские изделия
5688,"Сухарики Хрустим Багет, со вкусом сырного ассорти, 60 г",Снэки
5689,"Сок Тёма яблоко-шиповник, осветленный, 200 мл",Детское питание
5691,"Сухарики Хрустим Багет, со вкусом томата и зелени, 60 г",Снэки
5709,"Зефир Сладкие истории с клубникой, 250 г",Кондитерские изделия
5711,"Чипсы Lay's Из печи, со вкусом королевского краба, 85 г",Снэки
5713,"Фрикадельки Самсон из фарша индейки, охлажденные, 300 г",Птица
5723,"Вода Aqua Minerale негазированная, 1 л",Безалкогольные напитки
5739,"Чай Greenfield Flying Dragon, зеленый, 25 пакетиков, 50 г",Чай
5746,"Паштет Argeta из мяса индейки, 95 г",Консервированные продукты
5748,"Вода Шишкин лес негазированная, 400 мл",Безалкогольные напитки
5750,"Напиток Pepsi light, газированный, 1 л",Безалкогольные напитки
5763,"Рис Мистраль фитнес эксперт, 5 пакетов по 80 г, 400 г",Бакалея
5770,"Шоколад Kinder с молочной начинкой, 50 г",Кондитерские изделия
5784,"Прокладки Always Ultra Normal, 4 капли, 10 шт.",Уход и гигиена
5791,"Стиральный порошок Tide Автомат, детский, 400 г",Бытовая химия
5799,"Чай Принцесса Нури бергамот, черный, 25 пакетиков, 37,5 г",Чай
5806,"Вода Aqua Minerale негазированная, 2 л",Безалкогольные напитки
5815,"Яйца куриные Синявинское С1, к завтраку, 10 шт.",Яичные товары
5823,"Крекер Tuc со вкусом пиццы, 100 г",Мучные кондитерские изделия
5825,"Овощная смесь Vитамин гавайская, 400 г",Замороженная продукция
5827,"Торт Baker House Тирамису, 350 г",Мучные кондитерские изделия
5829,"Чай Greenfield Golden Ceylon, чёрный, 25 пакетиков, 50 г",Чай
5837,"Прокладки Always Ultra супер, 5 капель, 8 шт.",Уход и гигиена
5854,"Крекер Tuc со вкусом сыра, 100 г",Мучные кондитерские изделия
5870,"Йогурт Греческий Teos клубника, 2%, 140 г",Молочная продукция
5875,"Сосиски Останкино Филейные, вакуум, 270 г",Мясная гастрономия
5889,"Печенье Oreo классическое, 228 г",Мучные кондитерские изделия
5890,"Сырок Чудо глазированный, с ванилью, 40 г",Молочная продукция
5894,"Семечки От Мартина отборные, полосатые, с солью, 150 г",Снэки
5896,"Сухари Звездные ванильные, 350 г",Мучные кондитерские изделия
5909,"Булочка Домашняя с маком, 100 г",Хлеб и хлебобулочные изделия
5917,"Сыр кремчиз Bonfesto мягкий, неаполитанский, 70%, 170 г",Сыры
5925,Печенье миндальное Самокат 140 г,Мучные кондитерские изделия
5926,"Шоколадный батончик Milky Way 1+1, 52 г",Кондитерские изделия
5929,"Готовый завтрак Nesquik Duo шоколадные шарики, 250 г",Бакалея
5934,"Торт Baker House Клубника, 350 г",Мучные кондитерские изделия
5946,"Морс Фруктовый Сад клюквенный, 950 мл",Безалкогольные напитки
5949,"Вода Сенежская негазированная, 500 мл",Безалкогольные напитки
5958,"Чипсы Lay's Из печи, со вкусом лисичек в сметане, 85 г",Снэки
5968,"Чипсы Русская картошка со вкусом сметаны и лука, 150 г",Снэки
5969,"Сырок Чудо глазированный, с кокосом, 40 г",Молочная продукция
5970,"Напиток Coca-Cola газированный, 1,5 л",Безалкогольные напитки
5976,"Прокладки Always Ultra Light, 3 капли, 10 шт.",Уход и гигиена
5986,"Сосиски Ядрёна Копоть классические, 420 г",Мясная гастрономия
5988,"Чипсы Lay's Из печи, со вкусом ароматного укропа, 85 г",Снэки
6007,"Блинчики С пылу с жару с мясом, 360 г",Замороженная продукция
6009,"Средство для мытья посуды Fairy лимон, 900 мл",Бытовая химия
6012,"Напиток Pepsi Max, газированный, 2 л",Безалкогольные напитки
